Magnitude,Longitude,Latitude,Title
1.8,-151.0452,62.9998,"M 1.8 - 57 km NNW of Petersville, Alaska"
2.31,-97.87510681,35.40652466,"M 2.3 - 6 km ENE of Union City, Oklahoma"
2.11999989,-155.471664428711,19.2148342132568,"M 2.1 - 1 km NNE of Pāhala, Hawaii"
3.0,-106.8323,34.4295,"M 3.0 - 4 km SSW of Abeytas, New Mexico"
2.75,-155.249328613281,18.7806663513184,"M 2.8 - 47 km SE of Naalehu, Hawaii"
1.1,-121.6518326,37.6073341,"M 1.1 - 13km SE of Livermore, CA"
1.04,-122.809166,38.8364983,"M 1.0 - 8km WNW of Cobb, CA"
2.06999993,-155.20133972168,18.844165802002,"M 2.1 - 46 km ESE of Naalehu, Hawaii"
2.05999994,-155.196838378906,18.8145008087158,"M 2.1 - 49 km SE of Naalehu, Hawaii"
5.2,-25.2674,-57.4218,M 5.2 - South Sandwich Islands region
2.50999999,-155.201507568359,18.871000289917,"M 2.5 - 45 km ESE of Naalehu, Hawaii"
3.0,-66.0613333333333,18.053,"M 3.0 - 2 km N of Yaurel, Puerto Rico"
1.3,-118.6138306,37.3801651,"M 1.3 - 4km SSW of Round Valley, CA"
4.8,-173.0821,-15.7921,"M 4.8 - 78 km ENE of Hihifo, Tonga"
1.66,-118.3441667,33.851,"M 1.7 - 2km N of Torrance, CA"
2.5,-153.1899,59.4819,"M 2.5 - 61 km ESE of Pedro Bay, Alaska"
5.0,-90.2955,-41.1132,M 5.0 - southeast of Easter Island
2.15,-66.8163333333333,17.9673333333333,"M 2.2 - 2 km S of Indios, Puerto Rico"
2.75999999,-155.223831176758,18.8893337249756,"M 2.8 - 42 km ESE of Naalehu, Hawaii"
1.6,-153.0568,59.7672,"M 1.6 - 58 km E of Pedro Bay, Alaska"
4.8,170.0847,-22.7765,"M 4.8 - 264 km ESE of Tadine, New Caledonia"
2.21,-119.851,46.608666666666664,"M 2.2 - 9 km SSE of Desert Aire, Washington"
4.8,126.6017,9.3085,"M 4.8 - 45 km E of Cortes, Philippines"
4.8,170.0666,-22.9375,"M 4.8 - 265 km E of Vao, New Caledonia"
1.07,-117.8606667,33.9833333,"M 1.1 - 4km S of Walnut, CA"
1.17,-118.0525,33.9591667,"M 1.2 - 1km W of South Whittier, CA"
1.4,-119.0627,39.571,"M 1.4 - 16 km ESE of Fernley, Nevada"
1.22,-122.8151703,38.831665,"M 1.2 - 8km NW of The Geysers, CA"
1.41,-122.4605026,38.1459999,"M 1.4 - 6km NE of Black Point-Green Point, CA"
1.6,-152.0841,60.0022,"M 1.6 - 20 km WNW of Happy Valley, Alaska"
1.1,-148.0019,64.4417,"M 1.1 - 42 km SSW of South Van Horn, Alaska"
2.22,-97.87393951,35.42264175,"M 2.2 - 7 km ENE of Union City, Oklahoma"
1.0,-152.4105,61.0573,"M 1.0 - 68 km W of Tyonek, Alaska"
4.4,155.733,49.8554,"M 4.4 - 95 km SSW of Severo-Kuril’sk, Russia"
4.5,-76.9306,-4.4681,"M 4.5 - 49 km NW of Barranca, Peru"
1.2,-117.9906,38.1469,"M 1.2 - 28 km SSE of Mina, Nevada"
3.0,-106.8794,34.4469,"M 3.0 - 6 km WSW of Abeytas, New Mexico"
1.8,-151.1797,60.1086,"M 1.8 - 18 km SE of Clam Gulch, Alaska"
1.63,-121.9348297,38.6049995,"M 1.6 - 9km NNE of Winters, CA"
2.8,-117.797,38.1895,"M 2.8 - 35 km SE of Mina, Nevada"
2.43,-116.5668333,33.4828333,"M 2.4 - 13km SE of Anza, CA"
4.1,144.3998,49.4355,"M 4.1 - 97 km ENE of Poronaysk, Russia"
1.4,-151.7855,61.363,"M 1.4 - 45 km WNW of Beluga, Alaska"
1.25,-117.54,35.6796667,"M 1.3 - 14km ENE of Ridgecrest, CA"
1.6,-66.8848333333333,17.9166666666667,"M 1.6 - 6 km SSE of Guánica, Puerto Rico"
1.39,-117.5738333,35.634,"M 1.4 - 9km E of Ridgecrest, CA"
4.6,126.5138,26.8575,"M 4.6 - 136 km WNW of Naha, Japan"
1.47,-118.9135,34.8471667,"M 1.5 - 4km NE of Frazier Park, CA"
1.72000003,-155.495498657227,19.2016658782959,"M 1.7 - 1 km W of Pāhala, Hawaii"
5.6,126.6103,9.1837,"M 5.6 - 44 km ENE of La Paz, Philippines"
2.4,-146.8972,61.2685,"M 2.4 - 33 km WNW of Valdez, Alaska"
1.24,-118.9733333,34.8325,"M 1.2 - 3km WNW of Frazier Park, CA"
1.95,-117.78,33.9111667,"M 2.0 - 4km NE of Yorba Linda, CA"
2.2,-147.7583,60.1066,"M 2.2 - 14 km ENE of Chenega, Alaska"
4.2,69.8183,36.008,"M 4.2 - 62 km E of Nahrīn, Afghanistan"
1.0,-152.79,60.0076,"M 1.0 - 59 km W of Happy Valley, Alaska"
1.2,-117.983,38.1642,"M 1.2 - 27 km SSE of Mina, Nevada"
1.72000003,-155.473327636719,19.1723327636719,"M 1.7 - 3 km S of Pāhala, Hawaii"
1.94,-67.0445,17.9766666666667,"M 1.9 - 0 km NE of La Parguera, Puerto Rico"
1.4,-150.2319,63.1835,"M 1.4 - 68 km WSW of Cantwell, Alaska"
1.91,-67.0065,17.9313333333333,"M 1.9 - 6 km SE of La Parguera, Puerto Rico"
4.4,99.8701,0.7303,"M 4.4 - 97 km SE of Padangsidempuan, Indonesia"
1.7,-117.8619,38.229,"M 1.7 - 28 km SE of Mina, Nevada"
1.7,-150.5417,63.2786,"M 1.7 - 65 km ESE of Denali National Park, Alaska"
2.32,-66.7698333333333,18.0216666666667,"M 2.3 - 0 km N of Magas Arriba, Puerto Rico"
2.20000005,-155.369003295898,19.15016746521,"M 2.2 - 12 km ESE of Pāhala, Hawaii"
1.2,-116.751,33.8415,"M 1.2 - 9km SSE of Cabazon, CA"
1.13,-116.7571667,33.2116667,"M 1.1 - 3km S of Lake Henshaw, CA"
3.6,-149.8615,64.2826,"M 3.6 - 32 km W of Clear, Alaska, Alaska"
1.89,-97.95739746,35.62977219,"M 1.9 - 10 km S of Okarche, Oklahoma"
2.03,-66.8751666666667,17.9536666666667,"M 2.0 - 3 km SSE of Maria Antonia, Puerto Rico"
2.3,-155.382827758789,19.2198333740234,"M 2.3 - 10 km E of Pāhala, Hawaii"
2.3,-118.3951667,37.2803333,"M 2.3 - 1km NW of Wilkerson, CA"
5.4,126.6898,9.2613,"M 5.4 - 54 km E of Cortes, Philippines"
1.7,-148.391,62.834,"M 1.7 - 68 km SSE of Cantwell, Alaska"
2.07,-66.9738333333333,17.9876666666667,"M 2.1 - 6 km W of Fuig, Puerto Rico"
1.82,-97.97806549,35.63026047,"M 1.8 - 10 km S of Okarche, Oklahoma"
1.76999998,-155.385162353516,19.1965007781982,"M 1.8 - 9 km E of Pāhala, Hawaii"
5.5,126.6692,9.2256,"M 5.5 - 51 km ENE of La Paz, Philippines"
1.55,-116.7038333,34.9351667,"M 1.6 - 29km E of Barstow, CA"
1.0,-117.9977,38.1247,"M 1.0 - 31 km SSE of Mina, Nevada"
2.25,-155.22216796875,18.8588333129883,"M 2.3 - 44 km ESE of Naalehu, Hawaii"
1.82000005,-155.406326293945,19.2098331451416,"M 1.8 - 7 km E of Pāhala, Hawaii"
1.8,-152.2639,59.645,"M 1.8 - 28 km WSW of Anchor Point, Alaska"
1.4,-149.4109,61.8753,"M 1.4 - 17 km NNW of Fishhook, Alaska"
4.2,-68.5779,-22.0803,"M 4.2 - 54 km NE of Calama, Chile"
3.62,-116.9765,35.0381667,"M 3.6 - 16km NNE of Barstow, CA"
1.1,-148.4051,62.7912,M 1.1 - Central Alaska
1.4,-149.517,62.2087,"M 1.4 - 18 km ENE of Susitna North, Alaska"
1.9,-149.1666,61.951,"M 1.9 - 23 km N of Fishhook, Alaska"
2.34,-97.88280487,35.39769745,M 2.3 - Oklahoma
4.7,126.4621,26.526,"M 4.7 - 126 km WNW of Naha, Japan"
1.43,-117.8855,36.1055,"M 1.4 - 9km NE of Coso Junction, CA"
5.0,126.4309,26.8007,"M 5.0 - 140 km WNW of Naha, Japan"
1.6,-118.5718333,35.2976667,"M 1.6 - 22km NNW of Tehachapi, CA"
1.7,-150.8127,61.4567,"M 1.7 - 18 km WSW of Susitna, Alaska"
3.02,-67.0016,17.9888,"M 3.0 - 5 km ENE of La Parguera, Puerto Rico"
1.44,-117.8861667,36.1043333,"M 1.4 - 9km NE of Coso Junction, CA"
1.93,-97.91881561,35.65401077,"M 1.9 - 9 km SSE of Okarche, Oklahoma"
0.96,-117.1735,34.018,"M 1.0 - 4km S of Redlands, CA"
1.1,-117.8612,38.2105,"M 1.1 - 29 km SE of Mina, Nevada"
1.9,-149.9064,61.815,"M 1.9 - 10 km NE of Willow, Alaska"
1.7,-153.2027,59.41,"M 1.7 - 66 km SE of Pedro Bay, Alaska"
2.1,-149.8562,62.7391,"M 2.1 - 34 km NNE of Chase, Alaska"
1.03,-121.63783333333333,46.428,M 1.0 - Washington
4.1,69.4435,37.799,"M 4.1 - 17 km W of Hulbuk, Tajikistan"
1.18,-112.5198333,46.871,"M 1.2 - 15 km SE of Lincoln, Montana"
0.96,-116.501,33.4948333,"M 1.0 - 17km ESE of Anza, CA"
1.83,-66.8955,17.9311666666667,"M 1.8 - 4 km SSE of Guánica, Puerto Rico"
3.2,-161.2079,54.6414,"M 3.2 - 85 km ESE of King Cove, Alaska"
1.22,-122.9035,38.0496667,"M 1.2 - 7km SW of Inverness, CA"
1.71,-116.8085,33.5846667,"M 1.7 - 13km WNW of Anza, CA"
0.96,-122.8241653,38.8148346,"M 1.0 - 7km NW of The Geysers, CA"
1.86,-116.8295,33.8668333,"M 1.9 - 7km SW of Cabazon, CA"
1.04,-116.8211667,33.8655,"M 1.0 - 7km SSW of Cabazon, CA"
1.8,-146.9206,61.1399,"M 1.8 - 30 km W of Valdez, Alaska"
2.45,-66.8726666666667,17.9558333333333,"M 2.5 - 3 km SE of Maria Antonia, Puerto Rico"
0.95,-122.8164978,38.833168,"M 1.0 - 8km NW of The Geysers, CA"
4.3,116.9129,-8.7896,"M 4.3 - 41 km SE of Labuan Lombok, Indonesia"
1.5,-151.0735,63.2444,"M 1.5 - 46 km SE of Denali National Park, Alaska"
5.1,-67.0636,-31.458,"M 5.1 - 99 km SSE of San Agustín de Valle Fértil, Argentina"
0.97,-117.6898333,35.944,"M 1.0 - 20km E of Little Lake, CA"
1.0,-148.9862,64.874,"M 1.0 - 30 km NNE of Four Mile Road, Alaska"
1.0,-117.8326667,35.3835,"M 1.0 - 18km W of Johannesburg, CA"
1.9,-152.5488,59.8884,"M 1.9 - 42 km WNW of Anchor Point, Alaska"
3.5,-70.6928,-33.7721,"M 3.5 - 5 km NE of Paine, Chile"
1.99,-66.8871666666667,17.9188333333333,"M 2.0 - 6 km SSE of Guánica, Puerto Rico"
2.39,-66.9366666666667,17.9575,"M 2.4 - 3 km WSW of Guánica, Puerto Rico"
1.62,-155.382666666667,19.2275,"M 1.6 - 10 km ENE of Pāhala, Hawaii"
1.7,-155.671666666667,19.5101666666667,"M 1.7 - 21 km ENE of Honaunau-Napoopoo, Hawaii"
1.91,-66.8458333333333,17.9561666666667,"M 1.9 - 5 km SSW of Indios, Puerto Rico"
2.3,-66.9836666666667,17.9661666666667,"M 2.3 - 6 km E of La Parguera, Puerto Rico"
3.0,-66.9833333333333,17.9681666666667,"M 3.0 - 6 km E of La Parguera, Puerto Rico"
1.4,-74.8576,44.5072,"M 1.4 - 8 km SE of Colton, New York"
2.2,-163.2947,54.5694,"M 2.2 - 32 km SSE of False Pass, Alaska"
2.9,-66.7446666666667,18.5973333333333,"M 2.9 - 13 km NNE of Carrizales, Puerto Rico"
0.98,-116.0618333,33.2315,"M 1.0 - 12km NNE of Ocotillo Wells, CA"
0.96,-122.7666702,38.8226662,"M 1.0 - 4km W of Cobb, CA"
2.3,-147.4598,61.4341,"M 2.3 - 42 km SSE of Glacier View, Alaska"
2.62,-155.626,19.4336666666667,"M 2.6 - 25 km E of Honaunau-Napoopoo, Hawaii"
2.9,-175.2639,52.3524,"M 2.9 - 74 km WNW of Atka, Alaska"
1.4,-145.2229,61.49,"M 1.4 Ice Quake - 18 km S of Tonsina, Alaska"
1.3,-119.5342,38.5189,"M 1.3 - 5 km W of Walker, California"
1.97,-155.594161987305,19.4688339233398,"M 2.0 - 28 km E of Honaunau-Napoopoo, Hawaii"
2.41,-155.599333333333,19.4673333333333,"M 2.4 - 27 km E of Honaunau-Napoopoo, Hawaii"
5.0,126.8596,5.4101,"M 5.0 - Mindanao, Philippines"
1.7,-118.0172,38.1329,"M 1.7 - 29 km SSE of Mina, Nevada"
2.44,-66.8273333333333,17.993,"M 2.4 - 0 km W of Indios, Puerto Rico"
1.63,-116.2921667,34.6978333,"M 1.6 - 12km WSW of Ludlow, CA"
2.67,-120.7465,36.7981667,"M 2.7 - 20km SSW of South Dos Palos, CA"
1.9,-153.2823,58.863,"M 1.9 - 92 km NNW of Aleneva, Alaska"
4.0,140.3918,41.3854,"M 4.0 - 52 km SSW of Hakodate, Japan"
1.12,-122.8061676,38.8343315,"M 1.1 - 7km W of Cobb, CA"
1.1,-117.8945,38.1605,"M 1.1 - 31 km SE of Mina, Nevada"
1.6,-147.4811,64.9966,"M 1.6 - 7 km ENE of Fox, Alaska"
1.2,-118.0444,38.1094,"M 1.2 - 31 km S of Mina, Nevada"
2.58,-66.749,17.877,"M 2.6 - 13 km SSW of Tallaboa, Puerto Rico"
1.3,-117.8298,38.1209,"M 1.3 - 38 km SE of Mina, Nevada"
1.5,-148.8831,63.5733,"M 1.5 - 17 km S of Denali Park, Alaska"
1.3,-149.2631,61.8826,"M 1.3 - 15 km N of Fishhook, Alaska"
4.8,170.82,-22.6404,M 4.8 - southeast of the Loyalty Islands
1.4,-117.9051,37.9954,"M 1.4 - 35 km NW of Silver Peak, Nevada"
1.2,-152.0978,60.2457,"M 1.2 - 32 km NW of Ninilchik, Alaska"
1.1,-116.2692,36.6616,"M 1.1 - 51 km ESE of Beatty, Nevada"
2.1,-148.283,62.8409,"M 2.1 - 70 km SSE of Cantwell, Alaska"
1.4,-148.0427,65.3864,"M 1.4 - 27 km ESE of Livengood, Alaska"
1.01,-122.8001633,38.8221664,"M 1.0 - 6km NW of The Geysers, CA"
1.59,-122.7168333,38.7741667,"M 1.6 - 2km W of Anderson Springs, CA"
5.2,-174.5839,-17.0794,"M 5.2 - 150 km SW of Hihifo, Tonga"
1.51,-122.7995,38.8203333,"M 1.5 - 6km NW of The Geysers, CA"
2.8,-104.4427,32.5151,"M 2.8 - 22 km WNW of La Huerta, New Mexico"
2.25,-66.8818333333333,17.9598333333333,"M 2.3 - 2 km SSE of Maria Antonia, Puerto Rico"
1.82,-119.487,37.3361667,"M 1.8 - 12km NNE of North Fork, CA"
1.9,-153.7081,58.7063,"M 1.9 - 85 km NNW of Aleneva, Alaska"
1.84000003,-155.389831542969,19.2283325195312,"M 1.8 - 9 km ENE of Pāhala, Hawaii"
1.9,-149.8412,61.8997,"M 1.9 - 19 km NNE of Willow, Alaska"
1.15,-112.9701667,46.9351667,"M 1.2 - 15 km SE of Ovando, Montana"
1.62,-116.9881668,33.9943352,"M 1.6 - 6km E of Calimesa, CA"
1.18,-121.5408333,36.8136667,"M 1.2 - 4km S of San Juan Bautista, CA"
4.3,141.752,38.0256,"M 4.3 - 58 km SE of Ishinomaki, Japan"
1.81,-66.8233333333333,17.9801666666667,"M 1.8 - 1 km SSW of Indios, Puerto Rico"
2.56,-67.1021666666667,17.949,"M 2.6 - 6 km WSW of La Parguera, Puerto Rico"
3.0,175.5861,51.0909,"M 3.0 - 255 km SE of Attu Station, Alaska"
2.5,-173.4552,51.61,"M 2.5 - Andreanof Islands, Aleutian Islands, Alaska"
3.1,-101.5940596,32.41607666,"M 3.1 - 16 km SE of Ackerly, Texas"
1.01,-122.66616666666667,46.24766666666667,"M 1.0 - 18 km E of Castle Rock, Washington"
1.41,-122.66466666666666,46.230666666666664,"M 1.4 - 19 km ESE of Castle Rock, Washington"
1.6,-117.7585,38.1901,"M 1.6 - 37 km SE of Mina, Nevada"
1.4,-155.1321,57.4951,"M 1.4 - 41 km WSW of Karluk, Alaska"
2.55,-66.947,17.928,"M 2.6 - 6 km SW of Guánica, Puerto Rico"
1.69,-121.8375,37.9001667,"M 1.7 - 10km ESE of Clayton, CA"
1.91,-155.399673461914,19.2283325195312,"M 1.9 - 8 km ENE of Pāhala, Hawaii"
5.6,170.5355,-22.6831,M 5.6 - southeast of the Loyalty Islands
1.68,-121.0538333,35.6683333,"M 1.7 - 12km NNE of Cambria, CA"
2.26,-116.3791667,33.0373333,"M 2.3 - 21km ESE of Julian, CA"
2.05,-67.079,18.0345,"M 2.1 - 0 km SSW of Palmarejo, Puerto Rico"
1.1,-116.8495,36.6269,"M 1.1 - 19 km N of Furnace Creek, California"
1.32,-116.6845,33.9685,"M 1.3 - 11km ENE of Cabazon, CA"
1.23,-117.5025,35.6906667,"M 1.2 - 12km SW of Searles Valley, CA"
1.82,-97.96952057,35.60830688,"M 1.8 - 8 km N of El Reno, Oklahoma"
4.1,-71.8918,-30.6642,"M 4.1 - 66 km W of Ovalle, Chile"
1.11,-121.073,36.5588333,"M 1.1 - 7km ENE of Pinnacles, CA"
1.4,-116.2658,36.6735,"M 1.4 - 51 km ESE of Beatty, Nevada"
1.22,-122.8153333,38.8336667,"M 1.2 - 8km NW of The Geysers, CA"
1.35,-119.1031667,34.9883333,"M 1.4 - 16km NNE of Pine Mountain Club, CA"
1.96000004,-155.398330688477,19.2438335418701,"M 2.0 - 9 km ENE of Pāhala, Hawaii"
1.94000006,-155.130661010742,18.8523330688477,"M 1.9 - 52 km ESE of Naalehu, Hawaii"
1.33,-121.5521667,36.8528333,"M 1.3 - 2km WNW of San Juan Bautista, CA"
2.43,-66.9253333333333,17.972,"M 2.4 - 1 km W of Guánica, Puerto Rico"
2.1,-117.7801,38.1892,"M 2.1 - 36 km SE of Mina, Nevada"
3.2,-172.9766,52.2173,"M 3.2 - 83 km E of Atka, Alaska"
4.5,121.5777,22.8845,"M 4.5 - 117 km ESE of Yujing, Taiwan"
1.9,-161.5283,54.4659,"M 1.9 - 83 km SE of King Cove, Alaska"
2.0,-104.2923358,31.70688049,"M 2.0 - 52 km S of Whites City, New Mexico"
1.26,-117.1691666,34.0270004,"M 1.3 - 3km SSE of Redlands, CA"
2.34,-118.5893333,37.4096667,"M 2.3 - 1km SE of Round Valley, CA"
1.08,-118.5886667,37.408,"M 1.1 - 1km SE of Round Valley, CA"
1.5,-148.7204,62.1507,"M 1.5 - 41 km N of Sutton-Alpine, Alaska"
1.91,-118.588,37.4093333,"M 1.9 - 1km SE of Round Valley, CA"
1.03,-116.0106667,33.1706667,"M 1.0 - 12km ENE of Ocotillo Wells, CA"
1.62,-118.5885,37.4093333,"M 1.6 - 1km SE of Round Valley, CA"
2.09,-118.5886667,37.4086667,"M 2.1 - 1km SE of Round Valley, CA"
1.6,-146.1087,61.7085,"M 1.6 - 41 km S of Tolsona, Alaska"
1.94,-66.8705,17.9888333333333,"M 1.9 - 2 km ENE of Maria Antonia, Puerto Rico"
1.9,-149.9876,63.3437,"M 1.9 - 52 km W of Cantwell, Alaska"
1.5,-151.6762,61.3112,"M 1.5 - 37 km WNW of Beluga, Alaska"
1.9,-151.8646,60.4585,"M 1.9 - 31 km W of Kalifornsky, Alaska"
2.6,-104.4373715,31.66828959,"M 2.6 - 56 km S of Whites City, New Mexico"
1.4,-118.6058333,37.4085,"M 1.4 - 1km SW of Round Valley, CA"
1.87,-117.9671667,36.4523333,"M 1.9 - 18km SSE of Lone Pine, CA"
2.0,-69.5434,44.4816,"M 2.0 - 2 km W of China, Maine"
1.04,-116.8216667,33.8543333,"M 1.0 - 8km SSW of Cabazon, CA"
1.73,-116.0178333,33.1695,"M 1.7 - 11km ENE of Ocotillo Wells, CA"
1.88,-119.823,38.6255,"M 1.9 - 7km SSW of Markleeville, CA"
2.06,-67.0046666666667,17.9948333333333,"M 2.1 - 4 km ENE of La Parguera, Puerto Rico"
1.1,-150.626,63.1226,"M 1.1 - 70 km N of Petersville, Alaska"
1.5,-148.3638,64.0009,"M 1.5 - 33 km ENE of Healy, Alaska"
1.5,-150.3183,64.6054,"M 1.5 - 46 km SSE of Manley Hot Springs, Alaska"
2.0,-156.2566,67.787,"M 2.0 - 101 km NNE of Kobuk, Alaska"
4.4,139.8282,31.02,"M 4.4 - Izu Islands, Japan region"
4.6,164.8474,55.601,"M 4.6 - 163 km ESE of Ust’-Kamchatsk Staryy, Russia"
4.7,131.7496,31.7177,"M 4.7 - 38 km SE of Miyazaki, Japan"
1.07,-121.2813333,36.654,"M 1.1 - 16km SSE of Tres Pinos, CA"
5.5,170.5185,-22.6471,"M 5.5 - 298 km ESE of Tadine, New Caledonia"
1.3,-149.1858,62.543,"M 1.3 - 48 km ENE of Chase, Alaska"
1.8,-150.4374,63.2674,"M 1.8 - 71 km ESE of Denali National Park, Alaska"
1.76,-124.3925,40.2806667,"M 1.8 - 10km WSW of Petrolia, CA"
1.9,-154.7758,57.6521,"M 1.9 - Kodiak Island region, Alaska"
3.54,-123.5105,41.0453333,"M 3.5 - 16km NE of Willow Creek, CA"
1.5,-152.116,60.3791,"M 1.5 - 43 km WNW of Clam Gulch, Alaska"
1.9,-152.2154,57.9375,"M 1.9 - 17 km E of Ouzinkie, Alaska"
1.11,-122.7636642,38.8190002,"M 1.1 - 4km W of Cobb, CA"
1.1,-152.1542,60.3646,"M 1.1 - 44 km NW of Ninilchik, Alaska"
1.6,-117.2673333,34.0615,"M 1.6 - 2km NNW of Loma Linda, CA"
2.05,-119.824,38.6258333,"M 2.1 - 7km SSW of Markleeville, CA"
2.11,-66.796,18.0268333333333,"M 2.1 - 0 km NNW of Guayanilla, Puerto Rico"
1.92999995,-155.392166137695,19.2076663970947,"M 1.9 - 9 km E of Pāhala, Hawaii"
2.01,-67.0075,17.9945,"M 2.0 - 4 km ENE of La Parguera, Puerto Rico"
2.07,-119.8238333,38.6285,"M 2.1 - 7km SSW of Markleeville, CA"
2.66,-155.392669677734,19.2061672210693,"M 2.7 - 9 km E of Pāhala, Hawaii"
1.84000003,-155.413665771484,19.246166229248,"M 1.8 - 8 km NE of Pāhala, Hawaii"
2.73,-119.828,38.6265,"M 2.7 - 8km SSW of Markleeville, CA"
4.4,127.5796,2.6328,"M 4.4 - 110 km NNW of Tobelo, Indonesia"
1.27,-117.4513333,35.639,"M 1.3 - 15km SSW of Searles Valley, CA"
1.88,-67.1723333333333,18.1128333333333,"M 1.9 - 4 km NW of Cabo Rojo, Puerto Rico"
1.5,-150.8273,61.5575,"M 1.5 - 16 km W of Susitna, Alaska"
1.1,-117.8864,38.1716,"M 1.1 - 31 km SE of Mina, Nevada"
2.07,-155.224838256836,19.3110008239746,"M 2.1 - 14 km S of Volcano, Hawaii"
1.7,-150.3292,64.6118,"M 1.7 - 45 km SSE of Manley Hot Springs, Alaska"
1.0,-117.7811,38.1791,"M 1.0 - 37 km SE of Mina, Nevada"
2.11,-155.403167724609,19.2403335571289,"M 2.1 - 8 km ENE of Pāhala, Hawaii"
2.37,-155.385162353516,19.2058334350586,"M 2.4 - 9 km E of Pāhala, Hawaii"
1.8,-146.7676,61.2817,"M 1.8 - 28 km NW of Valdez, Alaska"
1.43,-122.8213333,38.8128333,"M 1.4 - 7km NW of The Geysers, CA"
1.44,-66.881,17.9386666666667,"M 1.4 - 4 km SSE of Maria Antonia, Puerto Rico"
1.62,-117.0368333,35.5365,"M 1.6 - 40km SE of Trona, CA"
2.3,-122.2565,40.3295,"M 2.3 - 14km SSE of Anderson, CA"
4.6,140.5984,36.4967,"M 4.6 - 4 km NE of Funaishikawa, Japan"
